OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
58,4119061,945089,1/2/2007 5:00:00 AM,1750,VICTORIA PARK AVE,HARE GT,,Major Arterial,North York,43.795945,-79.33269,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,,West,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,46,Pleasant View,46,Pleasant View (46),D33,634133.49148162,4850559.26811261
59,4129903,951370,2/5/2007 5:00:00 AM,523,CALEDONIA RD,CASTLEFIELD AVE,,Minor Arterial,North York,43.698445,-79.46349,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,Driver,45 to 49,Fatal,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),D13,623811.517572758,4839526.79496789
60,4405461,952529,2/11/2007 5:00:00 AM,202,KIPLING AVE,ADVANCE RD,,Major Arterial,Etobicoke York,43.632645,-79.53159,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,,West,Other,,,,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,159,Etobicoke City Centre,14,Islington-City Centre West (14),D22,618453.33926883,4832119.41181862
61,4133908,953178,2/14/2007 5:00:00 AM,700,MCNICOLL AVE,WARDEN AVE,,Minor Arterial,Scarborough,43.806045,-79.32219,,No Control,Snow,Dark,Packed Snow,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,,North,Other,,,,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Inattentive,,,,Yes,,Yes,,,,,,Yes,Yes,,,,116,Steeles,116,Steeles (116),D42,634955.471855666,4851698.10542878
62,4136608,954405,2/19/2007 5:00:00 AM,1358,SPADINA AVE,WILLISON SQ,,Major Arterial,Toronto and East York,43.652345,-79.39779,,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D52,629204.553496591,4834506.97300491
63,4142164,957092,3/6/2007 5:00:00 AM,145,F G GARDINER XY  W,PARKSIDE DR,,,Toronto and East York,43.638945,-79.45759,,No Control,Clear,Dark,Dry,Fatal,Rear End,Driver,30 to 34,Fatal,,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Unknown,,,,,,,,,Yes,,Yes,,,,,,,,,85,South Parkdale,85,South Parkdale (85),D11,624409.806182415,4832927.35881654
64,4273443,957566,3/7/2007 5:00:00 AM,1027,STEELES AVE W,GIHON SPRING DR,,Major Arterial,Etobicoke York,43.759345,-79.59689,,No Control,Clear,Daylight,Other,Fatal,Approaching,Driver,60 to 64,Fatal,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,Yes,,,,NSA,NSA,NSA,NSA,NSA,612947.586122172,4846100.04318175
65,4144071,957966,3/9/2007 5:00:00 AM,1724,O CONNOR DR,PAPE AVE,,Major Arterial,Toronto and East York,43.693245,-79.35029,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,,West,Other,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,58,Old East York,58,Old East York (58),D55,632944.722887137,4839124.53046544
66,4153261,961870,3/30/2007 4:00:00 AM,2120,YONGE ST,SCRIVENER SQ,,Major Arterial,Toronto and East York,43.680445,-79.39099,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,Yes,,,,95,Annex,95,Annex (95),D53,629692.391930364,4837638.46427377
67,4153882,962132,3/31/2007 4:00:00 AM,643,BIRCHMOUNT RD,MERRYFIELD DR,,Major Arterial,Scarborough,43.751145,-79.28629,,No Control,Clear,Dawn,Dry,Fatal,Approaching,Driver,30 to 34,Fatal,,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,Unknown,,,,,,,,,Yes,,,,,,,Yes,,,,126,Dorset Park,126,Dorset Park (126),D41,637969.354913325,4845659.7788383
68,4154417,962372,4/2/2007 4:00:00 AM,2108,QUEEN ST W,LANSDOWNE AVE,,Major Arterial,Toronto and East York,43.640645,-79.43649,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,,,,,,Yes,,,,,,86,Roncesvalles,86,Roncesvalles (86),D11,626108.178638533,4833148.00787122
69,4157517,963778,4/11/2007 4:00:00 AM,2034,STEELES AVE W,MARKBROOK LANE,,Major Arterial,Etobicoke York,43.760345,-79.58349,,No Control,Rain,Dark,Wet,Fatal,Approaching,Driver,45 to 49,Fatal,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,,,Yes,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,614024.367120255,4846229.46864394
70,4159890,964835,4/17/2007 4:00:00 AM,1603,149 SHELDON AVE,,,Local,Etobicoke York,43.602645,-79.54319,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,90 to 94,Fatal,,East,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking,,,,,,,,,Yes,,,,,Yes,,,,,,20,Alderwood,20,Alderwood (20),D22,617576.039249251,4828771.06192847
71,4161166,965369,4/22/2007 4:00:00 AM,4,WARDEN AVE,SHEPPARD AVE E,,Major Arterial,Scarborough,43.778746,-79.307887,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Motorcycle Driver,20 to 24,Fatal,,North,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,636167.938886717,4848689.5458545
72,4173249,970644,5/20/2007 4:00:00 AM,440,STEELES AVE E,MIDLAND AVE,,Major Arterial,Scarborough,43.825945,-79.29729,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,,South,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,130,Milliken,130,Milliken (130),D42,636912.847680653,4853949.23679757
73,4178251,972841,6/1/2007 4:00:00 AM,1910,ELLESMERE RD,BRIMLEY RD,,Major Arterial,Scarborough,43.770045,-79.26129,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,,,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,,,,156,Bendale-Glen Andrew,127,Bendale (127),D43,639938.035211477,4847800.86204257
74,4178259,972843,6/2/2007 4:00:00 AM,2,BLOOR ST E,DRUMSNAB RD,,Major Arterial,Toronto and East York,43.674243,-79.367488,At Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,,West,Motorcycle,Slowing or Stopping,Lost control,Unknown,,,,,,,,,,Yes,,,,,Yes,Yes,,,,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),D51,631600.320814102,4836986.66674387
75,4405642,972932,6/2/2007 4:00:00 AM,226,ISLINGTON AVE,FINCH AVE W,,Major Arterial,Etobicoke York,43.746245,-79.56859,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,Driver,15 to 19,Fatal,,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,22,Humbermede,22,Humbermede (22),D31,615250.83732186,4844684.07997362
76,4405643,972932,6/2/2007 4:00:00 AM,226,ISLINGTON AVE,FINCH AVE W,,Major Arterial,Etobicoke York,43.746245,-79.56859,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,Passenger,15 to 19,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,22,Humbermede,22,Humbermede (22),D31,615250.83732186,4844684.07997362
77,4405644,972932,6/2/2007 4:00:00 AM,226,ISLINGTON AVE,FINCH AVE W,,Major Arterial,Etobicoke York,43.746245,-79.56859,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,Passenger,15 to 19,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,22,Humbermede,22,Humbermede (22),D31,615250.83732186,4844684.07997362
78,4180913,974080,6/8/2007 4:00:00 AM,809,BAYVIEW AVE,FIFESHIRE RD,,Major Arterial,North York,43.760445,-79.38659,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,45 to 49,Fatal,,South,Bicycle,Going Ahead,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Other,Unknown,,Yes,Yes,,Yes,,,,,,,,,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),D33,629874.083625628,4846530.50296303
79,4273729,975035,6/14/2007 4:00:00 AM,1124,COLLEGE ST,GRACE ST,,Major Arterial,Toronto and East York,43.654945,-79.41559,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Other,,,,Yes,,Yes,,,,,,,,,,,81,Trinity-Bellwoods,80,Palmerston-Little Italy (80),D14,627763.60737461,4834768.17581619
80,4187640,977223,6/30/2007 4:00:00 AM,212,BURRARD RD,CAULFIELD RD,,Local,Etobicoke York,43.716345,-79.55349,At Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,15 to 19,Fatal,,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking,,,,,,,,,Yes,,,,,,Yes,Yes,,,,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),D23,616524.599382898,4841384.37932846
81,4190043,978249,7/1/2007 4:00:00 AM,805,ELLESMERE RD,KENNEDY RD,,Major Arterial,Scarborough,43.765745,-79.28109,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,60 to 64,Fatal,,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,,,,,,,,,Yes,,,,,,,Yes,Yes,,,126,Dorset Park,126,Dorset Park (126),D41,638354.351526404,4847290.00730068
82,4189764,978116,7/5/2007 4:00:00 AM,530,BRAYMORE BLVD,BLACKTOFT DR,,Collector,Scarborough,43.803145,-79.17689,,No Control,"Fog, Mist, Smoke, Dust",Dark,Dry,Fatal,SMV Other,Driver,15 to 19,Fatal,,North,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking,,,,,,,,,Yes,,,,,Yes,,,,,,143,West Rouge,131,Rouge (131),D42,646649.982811408,4851623.25775882
83,4405787,979400,7/11/2007 4:00:00 AM,2013,MCCOWAN RD,BRIDLEGROVE DR,,Minor Arterial,Scarborough,43.735245,-79.23669,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,,South,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,Yes,,123,Cliffcrest,123,Cliffcrest (123),D43,642000.246025742,4843977.65936271
84,4405840,982207,7/18/2007 4:00:00 AM,1607,LAWRENCE AVE E,WARDEN AVE,,Major Arterial,Scarborough,43.745345,-79.29469,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,,,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,Yes,,,Yes,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,637306.332163321,4845001.64349634
85,4209597,986718,8/5/2007 4:00:00 AM,1055,LAWRENCE AVE E,MCCOWAN RD,,Major Arterial,Scarborough,43.755345,-79.24609,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,,North,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,157,Bendale South,127,Bendale (127),D43,641195.983095641,4846194.00131235
86,4273854,984625,8/13/2007 4:00:00 AM,51,F G GARDINER XY  E,JAMESON AVE,,Major Arterial,Toronto and East York,43.634545,-79.43879,,No Control,Clear,Dark,Dry,Fatal,Rear End,Passenger,0 to 4,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,85,South Parkdale,85,South Parkdale (85),D14,625935.407956869,4832467.03318998
87,4273855,984625,8/13/2007 4:00:00 AM,51,F G GARDINER XY  E,JAMESON AVE,,Major Arterial,Toronto and East York,43.634545,-79.43879,,No Control,Clear,Dark,Dry,Fatal,Rear End,Passenger,60 to 64,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,85,South Parkdale,85,South Parkdale (85),D14,625935.407956869,4832467.03318998
88,4292894,987119,8/28/2007 4:00:00 AM,1244,BAY MILLS BLVD,EAGLESTONE RD,,Collector,Scarborough,43.782145,-79.30349,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,5 to 9,Fatal,,South,Bicycle,Going Ahead,,,,,,Cyclist struck at PXO(cyclist either travel in same dir. as veh. or ride across xwalk),Disobeyed Traffic Control,Normal,,Yes,Yes,,,,,,,,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,636514.042327047,4849074.29953409
89,4211231,987376,8/30/2007 4:00:00 AM,2252,F G GARDINER XY  W,JAMESON AVE,,,Toronto and East York,43.632745,-79.43379,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,,West,Motorcycle,Going Ahead,Lost control,Normal,,,,,,,,,,Yes,,,,,,,,,,85,South Parkdale,85,South Parkdale (85),D14,626342.510064034,4832274.71814965
90,4273923,987500,9/2/2007 4:00:00 AM,48,SHEPPARD AVE W,SENTINEL RD,,Major Arterial,North York,43.743645,-79.49179,,Traffic Signal,Clear,Dark,Dry,Fatal,SMV Other,Driver,40 to 44,Fatal,,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D31,621439.739602442,4844505.02285661
91,4273926,987504,9/2/2007 4:00:00 AM,245,1 MURRAY GLEN DR,,,Local,Scarborough,43.751145,-79.30649,,No Control,Clear,Dark,Dry,Fatal,Cyclist Collisions,Cyclist,40 to 44,Fatal,,West,Bicycle,Going Ahead,,,,,,Insufficient information (to determine cyclist crash type).,Other,Unknown,,Yes,,,Yes,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,636343.051908136,4845626.32956873
92,4217302,990014,9/13/2007 4:00:00 AM,1005,OAKDALE RD,FINCH AVE W,,Major Arterial,Etobicoke York,43.755945,-79.52429,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,,South,Other,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Unknown,,,,Yes,,,,Yes,,,,,,,,,24,Black Creek,24,Black Creek (24),D31,618798.511913007,4845823.99014183
93,4219065,990803,9/18/2007 4:00:00 AM,18,VICTORIA PARK AVE,HOLLAND AVE,,Major Arterial,Toronto and East York,43.715945,-79.29899,At Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,15 to 19,Fatal,,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,54,O'Connor-Parkview,54,O'Connor-Parkview (54),D55,637027.13757805,4841729.22084366
94,4292978,991727,9/20/2007 4:00:00 AM,2005,AVENUE RD,CASTLEFIELD AVE,,Major Arterial,North York,43.709445,-79.41079,At Intersection,Stop Sign,Clear,Dark,Dry,Fatal,Angle,Driver,20 to 24,Fatal,,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Normal,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,,,103,Lawrence Park South,103,Lawrence Park South (103),D53,628034.688688852,4840828.54459213
95,4406009,991482,9/20/2007 4:00:00 AM,2155,SPADINA RD,BERNARD AVE,,Minor Arterial,Toronto and East York,43.672145,-79.40599,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,20 to 24,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,95,Annex,95,Annex (95),D53,628501.037345441,4836693.29064187
96,4226029,993818,9/28/2007 4:00:00 AM,1932,HIGHWAY 27  N,HUMBER COLLEGE BLVD,,Major Arterial,Etobicoke York,43.731545,-79.60189,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,,West,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,612597.199549994,4843005.64892148
97,4226034,993820,10/1/2007 4:00:00 AM,605,YONGE ST,GLENFOREST RD,,Major Arterial,North York,43.730245,-79.40359,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,,North,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,,,Yes,,,,,Yes,,,,105,Lawrence Park North,105,Lawrence Park North (105),D32,628570.264943342,4843149.82810241
98,4293077,995785,10/10/2007 4:00:00 AM,1503,LA ROSE AVE,WATLING ST,,Local,Etobicoke York,43.683045,-79.53259,,No Control,Clear,Daylight,Wet,Fatal,SMV Other,Driver,55 to 59,Fatal,,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),D23,618273.680543721,4837715.55399928
99,4274118,996032,10/10/2007 4:00:00 AM,1946,FINCH AVE E,BRIDLETOWNE CRCL,,Major Arterial,Scarborough,43.796045,-79.31849,,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,147,L'Amoreaux West,117,L'Amoreaux (117),D42,635275.653875809,4850593.48685921
100,4406116,997564,10/19/2007 4:00:00 AM,1010,BERGAMOT AVE,ISLINGTON AVE,,Collector,Etobicoke York,43.716245,-79.55869,,No Control,Rain,Daylight,Wet,Fatal,Approaching,Passenger,80 to 84,Fatal,,,Other,,,,,,,,,,,,Yes,,,Yes,,Yes,,,,Yes,,4,Rexdale-Kipling,4,Rexdale-Kipling (4),D23,616105.899935614,4841365.97591764
101,4406117,997564,10/19/2007 4:00:00 AM,1010,BERGAMOT AVE,ISLINGTON AVE,,Collector,Etobicoke York,43.716245,-79.55869,,No Control,Rain,Daylight,Wet,Fatal,Approaching,Passenger,80 to 84,Fatal,,,Other,,,,,,,,,,,,Yes,,,Yes,,Yes,,,,Yes,,4,Rexdale-Kipling,4,Rexdale-Kipling (4),D23,616105.899935614,4841365.97591764
102,4293249,1000871,11/6/2007 5:00:00 AM,710,WARDEN AVE,MANHATTAN DR,,Major Arterial,Scarborough,43.752045,-79.29749,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,637065.587656215,4845741.14232015
103,4274441,1001761,11/9/2007 5:00:00 AM,1810,JANE ST,FIRGROVE CRES,,Major Arterial,Etobicoke York,43.754845,-79.51709,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,619380.322333101,4845712.17103704
104,4250203,1004342,11/23/2007 5:00:00 AM,950,DON MILLS RD,OVERLEA BLVD,,Major Arterial,North York,43.710945,-79.33479,,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,,West,Other,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Unknown,,,,Yes,,,,,Yes,,,,,,,,44,Flemingdon Park,44,Flemingdon Park (44),D55,634154.345352051,4841115.33468598
105,4274636,1004306,11/23/2007 5:00:00 AM,1947,ST CLAIR AVE E,BRIMLEY RD,,Minor Arterial,Scarborough,43.720645,-79.24259,,No Control,Clear,Dark,Other,Fatal,SMV Unattended Vehicle,Passenger,20 to 24,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,123,Cliffcrest,123,Cliffcrest (123),D41,641559.501025635,4842346.01698157
106,4293565,1006875,12/5/2007 5:00:00 AM,1856,OSSINGTON AVE,CHURCHILL AVE,,Minor Arterial,Toronto and East York,43.652445,-79.42199,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,,West,Other,,,,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,,,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),D14,627252.799346503,4834480.68374889
107,4293737,1008986,12/15/2007 5:00:00 AM,1212,LAWRENCE AVE E,MOSSBANK DR,,Major Arterial,Scarborough,43.762845,-79.21109,,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,,North,Other,,,,Pedestrian hit at mid-block,Running onto Roadway,Normal,,,,Yes,,Yes,,,,,,,,,,,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),D43,643995.648441468,4847087.25776784
108,4294015,1011231,12/24/2007 5:00:00 AM,2135,FINCH AVE E,ALAMOSA DR,,Major Arterial,North York,43.789145,-79.37329,,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,52,Bayview Village,49,Bayview Woods-Steeles (49),D33,630882.072309024,4849739.02218287
109,5307141,1012986,1/5/2008 5:00:00 AM,1826,EGLINTON AVE E,OSWEGO RD,,Major Arterial,Scarborough,43.737645,-79.24369,,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,1,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,138,Eglinton East,138,Eglinton East (138),D43,641430.874979428,4844232.24173984
110,5307145,1012988,1/5/2008 5:00:00 AM,1935,SANDWELL DR,THE WESTWAY,,Local,Etobicoke York,43.684345,-79.56499,,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,2,West,Other,,,,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Inattentive,,,,Yes,,Yes,,,,,,,,,,,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),D23,615659.713226351,4837814.24268877
111,5307417,1013236,1/7/2008 5:00:00 AM,1702,AVENUE RD,CARMICHAEL AVE,,Major Arterial,North York,43.737545,-79.42059,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,3,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),D32,627185.66665964,4843934.36249573
112,5307617,1013495,1/8/2008 5:00:00 AM,550,REXDALE BLVD,TIDEMORE AVE,,Major Arterial,Etobicoke York,43.714745,-79.58519,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,25 to 29,Fatal,4,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,613973.999596229,4841162.60185517
113,5313833,1017137,1/25/2008 5:00:00 AM,1823,ROGERS RD,KANE AVE,,Minor Arterial,Etobicoke York,43.682045,-79.46649,,Stop Sign,Clear,Dark,Dry,Fatal,Angle,Driver,75 to 79,Fatal,5,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),D12,623603.459287468,4837700.87620022
114,5316444,1018347,1/31/2008 5:00:00 AM,1440,DON MILLS RD E,GODSTONE RD,,Major Arterial,North York,43.782745,-79.34909,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,80 to 84,Fatal,6,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,47,Don Valley Village,47,Don Valley Village (47),D33,632843.354802492,4849066.7521479
